table-0874-236-8	Q0	Mennan_Yapo	1	0.8322023809523811	ltr-first
table-0874-236-8	Q0	Bridgette_Hanson	2	0.07711357376283857	ltr-first
table-0874-236-8	Q0	Jim_Hanson	3	0.07711357376283857	ltr-first
table-0874-236-8	Q0	Bob	4	0.07711357376283857	ltr-first
table-0874-236-8	Q0	Linda_Hanson	5	0.07711357376283857	ltr-first
table-0874-236-8	Q0	Dr._Roth	6	0.07711357376283857	ltr-first
table-0874-236-8	Q0	Claire	7	0.07711357376283857	ltr-first
table-0874-236-8	Q0	NA	8	0.05275430402930404	ltr-first
table-0874-236-8	Q0	Premonition_(2007_film)	9	0.05275430402930404	ltr-first
table-0874-236-8	Q0	Norio_Tsuruta	10	0.05275430402930404	ltr-first
table-0874-236-8	Q0	Premonition	11	0.021933333333333332	ltr-first
table-0874-236-8	Q0	Nominated	12	0.019997305472305466	ltr-first
table-0874-236-8	Q0	TriStar_Pictures	13	0.002	ltr-first
table-0874-236-8	Q0	Metro-Goldwyn-Mayer	14	0.002	ltr-first
table-0874-236-8	Q0	Bill_Kelly_(writer)	15	0.0012	ltr-first
table-0874-236-8	Q0	Klaus_Badelt	16	0.001	ltr-first
table-0874-236-8	Q0	Nia_Long	17	0.0	ltr-first
table-0874-236-8	Q0	Sandra_Bullock	18	0.0	ltr-first
table-0874-236-8	Q0	Adam_Shankman	19	0.0	ltr-first
table-0874-236-8	Q0	Ashok_Amritraj	20	0.0	ltr-first
table-0874-236-11	Q0	Susanne_Bier	1	0.8740000000000001	ltr-first
table-0874-236-11	Q0	Howard_Glassman	2	0.07605681540681548	ltr-first
table-0874-236-11	Q0	Brian_Burke	3	0.07605681540681548	ltr-first
table-0874-236-11	Q0	Audrey_Burke	4	0.07605681540681548	ltr-first
table-0874-236-11	Q0	Cousin_Joel	5	0.07605681540681548	ltr-first
table-0874-236-11	Q0	Kelly	6	0.07605681540681548	ltr-first
table-0874-236-11	Q0	Jerry_Sunborne	7	0.07605681540681548	ltr-first
table-0874-236-11	Q0	NA	8	0.07155000000000002	ltr-first
table-0874-236-11	Q0	Things_We_Lost_in_the_Fire	9	0.07155000000000002	ltr-first
table-0874-236-11	Q0	Gustavo_Santaolalla_&_Johan_Söderqvist	10	0.06696190476190476	ltr-first
table-0874-236-11	Q0	Gustavo_Santaolalla	11	0.06696190476190476	ltr-first
table-0874-236-11	Q0	Johan_Söderqvist	12	0.06696190476190476	ltr-first
table-0874-236-11	Q0	The_Dinner	13	0.0206	ltr-first
table-0874-236-11	Q0	Brian_Rubs_Ear	14	0.0206	ltr-first
table-0874-236-11	Q0	The_Cemetery	15	0.0206	ltr-first
table-0874-236-11	Q0	Cold_Turkey_2	16	0.0206	ltr-first
table-0874-236-11	Q0	Jerry_Takes_Test	17	0.0206	ltr-first
table-0874-236-11	Q0	Audrey_Brings_Clothes	18	0.0206	ltr-first
table-0874-236-11	Q0	The_Funeral	19	0.0206	ltr-first
table-0874-236-11	Q0	Audrey's_Upset	20	0.0206	ltr-first
table-0874-236-7	Q0	Todd_Haynes	1	0.6390230158730157	ltr-first
table-0874-236-7	Q0	Bob_Dylan	2	0.6390230158730157	ltr-first
table-0874-236-7	Q0	Marcus_Carl_Franklin	3	0.6390230158730157	ltr-first
table-0874-236-7	Q0	Christian_Bale	4	0.6390230158730157	ltr-first
table-0874-236-7	Q0	Cate_Blanchett	5	0.6390230158730157	ltr-first
table-0874-236-7	Q0	First_Australian_to_be_nominated_in_both_Leading_and_Supporting_categories_in_the_same_year_and_the_first_Australian_actress_to_receive_two_acting_nominations_in_consecutive_years_in_this_category._Also,_not_only_the_most_nominated_Australian_in_this_category_so_far,_but_the_most_nominated_Australian_in_the_Acting_categories_overall_-_5_nominations	6	0.09032088744588758	ltr-first
table-0874-236-7	Q0	Jack_Rollins_/_Pastor_John	7	0.08365910200910212	ltr-first
table-0874-236-7	Q0	Jude_Quinn	8	0.08365910200910212	ltr-first
table-0874-236-7	Q0	Arthur	9	0.08365910200910212	ltr-first
table-0874-236-7	Q0	Alice_Fabian	10	0.08365910200910212	ltr-first
table-0874-236-7	Q0	Claire	11	0.08365910200910212	ltr-first
table-0874-236-7	Q0	I'm_Not_There	12	0.031331255599405756	ltr-first
table-0874-236-7	Q0	NA	13	0.031331255599405756	ltr-first
table-0874-236-7	Q0	Knockin'_on_Heaven's_Door	14	0.031331255599405756	ltr-first
table-0874-236-7	Q0	The_Assassination_of_Jesse_James_by_the_Coward_Robert_Ford	15	0.031331255599405756	ltr-first
table-0874-236-7	Q0	Executive_producer	16	0.026789260739260735	ltr-first
table-0874-236-7	Q0	Antony_&amp;_the_Johnsons	17	0.024289260739260733	ltr-first
table-0874-236-7	Q0	John_Goldwyn	18	0.02125	ltr-first
table-0874-236-7	Q0	Christine_Vachon	19	0.02125	ltr-first
table-0874-236-7	Q0	*Todd_Haynes*	20	0.01945	ltr-first
table-0874-236-0	Q0	Hal_Holbrook	1	0.6144599723947548	ltr-first
table-0874-236-0	Q0	Emile_Hirsch	2	0.6144599723947548	ltr-first
table-0874-236-0	Q0	Sean_Penn	3	0.6144599723947548	ltr-first
table-0874-236-0	Q0	Jay_Cassidy	4	0.6144599723947548	ltr-first
table-0874-236-0	Q0	Catherine_Keener	5	0.6144599723947548	ltr-first
table-0874-236-0	Q0	Into_the_Wild_(film)	6	0.04221212237755513	ltr-first
table-0874-236-0	Q0	NA	7	0.04221212237755513	ltr-first
table-0874-236-0	Q0	Christopher_McCandless	8	0.04221212237755513	ltr-first
table-0874-236-0	Q0	1	9	0.03258333333333334	ltr-first
table-0874-236-0	Q0	Bill_Pohlad	10	0.022	ltr-first
table-0874-236-0	Q0	Art_Linson	11	0.022	ltr-first
table-0874-236-0	Q0	Paramount_Vantage	12	0.01933333333333333	ltr-first
table-0874-236-0	Q0	Vince_Vaughn	13	0.019	ltr-first
table-0874-236-0	Q0	Marcia_Gay_Harden	14	0.019	ltr-first
table-0874-236-0	Q0	William_Hurt	15	0.019	ltr-first
table-0874-236-0	Q0	Jena_Malone	16	0.019	ltr-first
table-0874-236-0	Q0	Zach_Galifianakis	17	0.019	ltr-first
table-0874-236-0	Q0	Brian_Dierker	18	0.019	ltr-first
table-0874-236-0	Q0	Kristen_Stewart	19	0.019	ltr-first
table-0874-236-0	Q0	Linson_Film	20	0.017333333333333333	ltr-first
table-0874-236-2	Q0	Sylvie_Testud	1	0.4806515873015873	ltr-first
table-0874-236-2	Q0	Marion_Cotillard	2	0.4806515873015873	ltr-first
table-0874-236-2	Q0	Olivier_Dahan	3	0.4806515873015873	ltr-first
table-0874-236-2	Q0	2007	4	0.06924794094794094	ltr-first
table-0874-236-2	Q0	France/UK/Czech_Republic	5	0.0411268066525279	ltr-first
table-0874-236-2	Q0	France	6	0.0411268066525279	ltr-first
table-0874-236-2	Q0	12th_Satellite_Awards	7	0.02971544363359379	ltr-first
table-0874-236-2	Q0	Cinema_of_the_United_States	8	0.02971544363359379	ltr-first
table-0874-236-2	Q0	NA	9	0.02971544363359379	ltr-first
table-0874-236-2	Q0	La_Vie_en_rose_(film)	10	0.02971544363359379	ltr-first
table-0874-236-2	Q0	Memoirs_of_a_Geisha_(soundtrack)	11	0.02971544363359379	ltr-first
table-0874-236-2	Q0	Édith_Piaf	12	0.02971544363359379	ltr-first
table-0874-236-2	Q0	Didier_Lavergne	13	0.02971544363359379	ltr-first
table-0874-236-2	Q0	Alain_Goldman	14	0.025	ltr-first
table-0874-236-2	Q0	Isabelle_Sobelman	15	0.0242	ltr-first
table-0874-236-2	Q0	Gérard_Depardieu	16	0.023	ltr-first
table-0874-236-2	Q0	Picturehouse	17	0.021333333333333333	ltr-first
table-0874-236-2	Q0	Légende_Films	18	0.02033333333333333	ltr-first
table-0874-236-2	Q0	Richard_Marizy	19	0.018	ltr-first
table-0874-236-2	Q0	Tetsuo_Nagata	20	0.017	ltr-first
table-1557-406-18	Q0	Republican	1	0.9049357142857144	ltr-first
table-1557-406-18	Q0	George_R._Davis	2	0.13923680865963406	ltr-first
table-1557-406-18	Q0	Hiram_Barber,_Jr.	3	0.13923680865963406	ltr-first
table-1557-406-18	Q0	John_R._Thomas	4	0.13923680865963406	ltr-first
table-1557-406-18	Q0	1924-08-05	5	0.008654761904761905	ltr-first
table-1557-406-18	Q0	Charles_B._Farwell	6	0.007654761904761904	ltr-first
table-1557-406-18	Q0	Lorenzo_Brentano	7	0.006654761904761905	ltr-first
table-1557-406-20	Q0	Republican	1	0.9104517857142859	ltr-first
table-1557-406-20	Q0	Republican_Party_(United_States)	2	0.7305367063492062	ltr-first
table-1557-406-20	Q0	NA	3	0.12019732453264996	ltr-first
