table-0874-236-8	Q0	Mennan_Yapo	1	3.2298822110076206	info
table-0874-236-8	Q0	Premonition_(2007_film)	2	1.3267374689262263	info
table-0874-236-8	Q0	NA	3	0.7658096932505942	info
table-0874-236-8	Q0	Linda_Hanson	4	0.5219689474253063	info
table-0874-236-8	Q0	Bob	5	0.5188465104190786	info
table-0874-236-8	Q0	Claire	6	0.5167752696206528	info
table-0874-236-8	Q0	Dr._Roth	7	0.5070492294692461	info
table-0874-236-8	Q0	Jim_Hanson	8	0.5035122786334243	info
table-0874-236-8	Q0	Nominated	9	0.5025062604297005	info
table-0874-236-8	Q0	Bridgette_Hanson	10	0.5010010006670002	info
table-0874-236-11	Q0	Susanne_Bier	1	2.161981706731729	info
table-0874-236-11	Q0	Things_We_Lost_in_the_Fire	2	1.170010551040925	info
table-0874-236-11	Q0	NA	3	0.6395534223650733	info
table-0874-236-11	Q0	Jerry_Sunborne	4	0.5298574978551438	info
table-0874-236-11	Q0	Brian_Burke	5	0.5282703073377472	info
table-0874-236-11	Q0	Howard_Glassman	6	0.5162587526525592	info
table-0874-236-11	Q0	Kelly	7	0.5136839013817447	info
table-0874-236-11	Q0	Cousin_Joel	8	0.5055303612223597	info
table-0874-236-11	Q0	Audrey_Burke	9	0.5055303612223597	info
table-0874-236-7	Q0	Cate_Blanchett	1	5.00750581939177	info
table-0874-236-7	Q0	Jude_Quinn	2	4.027654039644051	info
table-0874-236-7	Q0	Bob_Dylan	3	1.5832940712893633	info
table-0874-236-7	Q0	Todd_Haynes	4	1.1107106103557052	info
table-0874-236-7	Q0	NA	5	1.0123296114548905	info
table-0874-236-7	Q0	Arthur	6	0.5178098543998116	info
table-0874-236-7	Q0	Alice_Fabian	7	0.5152272669767585	info
table-0874-236-7	Q0	Nominee	8	0.5040160427521367	info
table-0874-236-7	Q0	Claire	9	0.5035122786334243	info
table-0874-236-7	Q0	Jack_Rollins_/_Pastor_John	10	0.5030090180270325	info
table-0874-236-7	Q0	Antony_&amp;_the_Johnsons	11	0.44711912713513996	info
table-0874-236-7	Q0	2007	12	0.4453342228151112	info
table-0874-236-7	Q0	First_Australian_to_be_nominated_in_both_Leading_and_Supporting_categories_in_the_same_year_and_the_first_Australian_actress_to_receive_two_acting_nominations_in_consecutive_years_in_this_category._Also,_not_only_the_most_nominated_Australian_in_this_category_so_far,_but_the_most_nominated_Australian_in_the_Acting_categories_overall_-_5_nominations	13	0.3795271083247792	info
table-0874-236-7	Q0	I'm_Not_There	14	0.3765030040040032	info
table-0874-236-7	Q0	Executive_producer	15	0.3765030040040032	info
table-0874-236-7	Q0	Christian_Bale	16	0.34902480365231237	info
table-0874-236-7	Q0	Marcus_Carl_Franklin	17	0.31737237500823184	info
