0	table-0874-236-8	Kate_Nelligan	0	1	0.5	0.013171319914664689	0	0	0	0	0	0
0	table-0874-236-8	Nia_Long	0	1	0.5	0.013171319914664689	0	0	0	0	0	0
0	table-0874-236-8	Nominated	1	0	0	0	0.5	1.3651628639296668e-05	0.005	1	0.005	0.005
0	table-0874-236-8	TriStar_Pictures	0	1	0.7272727272727273	0.00018551154809386884	0	0	0	0	0	0
0	table-0874-236-8	Sandra_Bullock	0	1	0.5	0.013171319914664689	0	0	0	0	0	0
0	table-0874-236-8	Bridgette_Hanson	1	0	0	0	0.5	0.018047453061150194	0.002	1	0.002	0.002
0	table-0874-236-8	Jim_Hanson	1	0	0	0	0.5	0.018047453061150194	0.007	1	0.007	0.007
0	table-0874-236-8	Adam_Shankman	0	1	0.75	0.017809108617011408	0	0	0	0	0	0
0	table-0874-236-8	Ashok_Amritraj	0	1	0.5	0.0003710230961877377	0	0	0	0	0	0
0	table-0874-236-8	Amber_Valletta	0	1	0.5	0.013171319914664689	0	0	0	0	0	0
0	table-0874-236-8	Bob	1	0	0	0	0.5	0.018047453061150194	0.037	1	0.037	0.037
0	table-0874-236-8	NA	1	0	0	0	0.0	0.00010921302911437335	0.01	2	0.015	0.0075
0	table-0874-236-8	Offspring_Entertainment	0	1	0.5	0.0003710230961877377	0	0	0	0	0	0
0	table-0874-236-8	Linda_Hanson	1	0	0	0	0.5	0.018047453061150194	0.043	1	0.043	0.043
0	table-0874-236-8	Premonition	0	1	0.5	4.637788702346721e-05	0	0	0	0	0	0
0	table-0874-236-8	Courtney_Taylor_Burness	0	1	0.5	0.013171319914664689	0	0	0	0	0	0
0	table-0874-236-8	Neil_Travis	0	1	0.625	0.004985622855022725	0	0	0	0	0	0
0	table-0874-236-8	Torsten_Lippstock	0	1	0.42857142857142855	0.0022029496336146925	0	0	0	0	0	0
0	table-0874-236-8	Dr._Roth	1	0	0	0	0.5	0.018047453061150194	0.014	1	0.014	0.014
0	table-0874-236-8	Premonition_(2007_film)	1	0	0	0	0.0	0.00010921302911437335	0.054	3	0.055	0.018333333333333333
0	table-0874-236-8	Klaus_Badelt	0	1	0.25	0.001530470271774418	0	0	0	0	0	0
0	table-0874-236-8	Metro-Goldwyn-Mayer	0	1	0.7272727272727273	0.00018551154809386884	0	0	0	0	0	0
0	table-0874-236-8	Sunil_Perkash	0	1	0.75	0.017809108617011408	0	0	0	0	0	0
0	table-0874-236-8	Nick_Hamson	0	1	0.75	0.017809108617011408	0	0	0	0	0	0
1	table-0874-236-8	Norio_Tsuruta	1	0	0	0	0.0	0.00010921302911437335	0.085	1	0.085	0.085
0	table-0874-236-8	Shyann_McClure	0	1	0.5	0.013171319914664689	0	0	0	0	0	0
1	table-0874-236-8	Mennan_Yapo	1	1	0	0	0.0	0.00010921302911437335	0.105	3	0.22	0.07333333333333333
0	table-0874-236-8	Bill_Kelly_(writer)	0	1	0.625	0.054447639365550506	0	0	0	0	0	0
0	table-0874-236-8	Jon_Jashni	0	1	0.75	0.017809108617011408	0	0	0	0	0	0
0	table-0874-236-8	Claire	1	0	0	0	0.5	0.018047453061150194	0.033	1	0.033	0.033
0	table-0874-236-8	Julian_McMahon	0	1	0.5	0.013171319914664689	0	0	0	0	0	0
0	table-0874-236-11	The_Dinner	0	1	0.5	4.637788702346721e-05	0	0	0	0	0	0
0	table-0874-236-11	Brian_Rubs_Ear	0	1	0.5	4.637788702346721e-05	0	0	0	0	0	0
0	table-0874-236-11	The_Cemetery	0	1	0.5	4.637788702346721e-05	0	0	0	0	0	0
0	table-0874-236-11	Cold_Turkey_2	0	1	0.5	4.637788702346721e-05	0	0	0	0	0	0
0	table-0874-236-11	Jerry_Takes_Test	0	1	0.5	4.637788702346721e-05	0	0	0	0	0	0
0	table-0874-236-11	Audrey_Brings_Clothes	0	1	0.5	4.637788702346721e-05	0	0	0	0	0	0
0	table-0874-236-11	The_Funeral	0	1	0.5	4.637788702346721e-05	0	0	0	0	0	0
0	table-0874-236-11	Audrey's_Upset	0	1	0.5	4.637788702346721e-05	0	0	0	0	0	0
0	table-0874-236-11	Brian_Dies	0	1	0.5	4.637788702346721e-05	0	0	0	0	0	0
1	table-0874-236-11	Susanne_Bier	1	1	0	0	0.0	0.00010921302911437335	0.105	2	0.155	0.0775
0	table-0874-236-11	Howard_Glassman	1	0	0	0	0.5	0.018047453061150194	0.032	1	0.032	0.032
0	table-0874-236-11	Audrey_Breaks_Down	0	1	0.5	4.637788702346721e-05	0	0	0	0	0	0
0	table-0874-236-11	Allan_Loeb	0	1	0.625	0.054447639365550506	0	0	0	0	0	0
0	table-0874-236-11	Audrey_Throws_Out_Jerry	0	1	0.5	4.637788702346721e-05	0	0	0	0	0	0
0	table-0874-236-11	Jerry's_Apartment	0	1	0.5	4.637788702346721e-05	0	0	0	0	0	0
0	table-0874-236-11	Jerry_by_Window	0	1	0.5	4.637788702346721e-05	0	0	0	0	0	0
0	table-0874-236-11	Pernille_Bech_Christensen	0	1	0.625	0.004985622855022725	0	0	0	0	0	0
0	table-0874-236-11	Harper_on_Sofa	0	1	0.5	4.637788702346721e-05	0	0	0	0	0	0
0	table-0874-236-11	DreamWorks	0	1	0.7272727272727273	0.00018551154809386884	0	0	0	0	0	0
0	table-0874-236-11	NA	1	0	0	0	0.0	0.00010921302911437335	0.005	1	0.005	0.005
0	table-0874-236-11	Almost_a_Kiss	0	1	0.5	4.637788702346721e-05	0	0	0	0	0	0
0	table-0874-236-11	Cold_Turkey_1	0	1	0.5	4.637788702346721e-05	0	0	0	0	0	0
0	table-0874-236-11	After_the_Shooting	0	1	0.5	4.637788702346721e-05	0	0	0	0	0	0
0	table-0874-236-11	End_Credits	0	1	0.5	4.637788702346721e-05	0	0	0	0	0	0
0	table-0874-236-11	Jerry_and_Neal	0	1	0.5	4.637788702346721e-05	0	0	0	0	0	0
0	table-0874-236-11	Audrey_with_Flowers	0	1	0.5	4.637788702346721e-05	0	0	0	0	0	0
0	table-0874-236-11	Gustavo_Santaolalla_&_Johan_Söderqvist	0	1	0.375	2.3188943511733605e-05	0	0	0	0	0	0
